Date;ICCO_USD
29/12/2023;4,231.52
28/12/2023;4,285.61
26/12/2023;4,293.07
22/12/2023;4,311.54
21/12/2023;4,301.20
20/12/2023;4,304.46
19/12/2023;4,299.33
18/12/2023;4,283.30
15/12/2023;4,272.15
15/12/2023;4,272.15
14/12/2023;4,285.77
13/12/2023;4,241.76
12/12/2023;4,230.50
11/12/2023;4,198.93
07/12/2023;4,217.98
05/12/2023;4,128.35
04/12/2023;4,181.33
01/12/2023;4,230.81
30/11/2023;4,293.79
29/11/2023;4,295.35
28/11/2023;4,241.01
27/11/2023;4,160.61
24/11/2023;4,121.69
23/11/2023;4,113.74
22/11/2023;4,096.14
21/11/2023;4,137.40
20/11/2023;4,074.30
17/11/2023;4,144.01
16/11/2023;4,086.56
15/11/2023;4,041.66
14/11/2023;4,100.94
13/11/2023;4,158.25
10/11/2023;4,114.23
